"id","ut","level","type","region","tel","website"
"729","黄冈职业技术学院","专科（高职）","理工类","湖北","0713-8345082,0713-8346059,0713-8346367","http://www.hgpu.edu.cn/zsxxw/"
"730","武汉商学院","普通本科","财经类","湖北","027-84791352,027-84791355","https://zs.wbu.edu.cn/"
"731","武汉职业技术学院","专科（高职）","理工类","湖北","027-87766666,027-87766664","https://zjc.wtc.edu.cn/zs/"
"732","汉江师范学院","普通本科","师范类","湖北茅箭区","0719-8846222,0719-8846111","http://zjc.hjnu.edu.cn/"
"733","北京电子科技职业学院","专科（高职）","理工类","北京朝阳区","010-87220979,010-87220709","https://www.bpi.edu.cn/zsjy/tzgg/"
"734","首都师范大学科德学院","普通本科","艺术类","北京大兴区","010-89229201","http://www.kdcnu.com/zsw/A0804index_1.htm"
"735","北京培黎职业学院","专科（高职）","财经类","北京海淀区","010-62956515,010-62956516,010-62956586","http://www.bjpldx.edu.cn/zhaoshengwang/"
"736","北京科技职业学院","专科（高职）","理工类","北京昌平区","010-80727711,010-80727715","http://zs.5aaa.edu.cn"
"737","吉利学院","普通本科","理工类","四川简阳市","010-60758989,010-60751995,010-60752136","http://zs.bgu.edu.cn"
"738","北京汇佳职业学院","专科（高职）","语言类","北京昌平区","010-51631234,010-51631235,010-51631622","https://www.hju.net.cn/site/term/35.html"
"739","北京经贸职业学院","专科（高职）","财经类","北京房山区","010-80362306,010-80362307,010-80362308","http://www.csuedu.com"
"740","北京科技经营管理学院","专科（高职）","财经类","北京昌平区","010-51731888,010-51731836","http://www.1985edu.com"
"741","中国地质大学（北京）","211","其他","北京海淀区","010-82323688,010-82323788","https://zhsh.cugb.edu.cn/index.action"
"742","华北电力大学","211","理工类","北京昌平区","010-61773377,010-61773022,010-61773020","https://goto.ncepu.edu.cn/"
"743","中国石油大学（北京）","211","理工类","北京昌平区","010-89733245","http://bkzs.cup.edu.cn"
"744","河南师范大学","普通本科","师范类","河南","0373-3326191,0373-3325268","http://www.htu.cn/zs/"
"745","安阳工学院","普通本科","理工类","河南","0372-2909038,0372-2909040,0372-2909046","http://zs.ayit.edu.cn"
"746","天津医学高等专科学校","专科（高职）","医药类","天津河西区","022-60276922,022-60276652,022-60276923","http://www.tjyzh.cn/zsjy/zs.htm"
"747","天津电子信息职业技术学院","专科（高职）","理工类","天津津南区","022-28772524,022-26526787,022-28622201","http://www.tjdz.net/a/recruit/"
"748","天津滨海职业学院","专科（高职）","综合类","天津滨海新区","022-66315884,022-66310478","http://www.tjbpi.com/Category_369/Index.aspx"
"749","天津渤海职业技术学院","专科（高职）","综合类","天津北辰区","022-88252748,022-88252749,022-88252754",
"750","天津轻工职业技术学院","专科（高职）","综合类","天津津南区","022-27391636","http://211.81.40.170/"
"751","天津公安警官职业学院","专科（高职）","政法类","天津西青区","022-58786536","https://zsw.tjjingyuan.cn/"
"752","天津机电职业技术学院","专科（高职）","理工类","天津津南区","022-58719600,022-58083333",
"753","天津工程职业技术学院","专科（高职）","理工类","天津滨海新区","022-25966613,022-25924477,022-25924482",
"754","天津现代职业技术学院","专科（高职）","综合类","天津津南区","022-28193120,022-28172591,022-28172507","http://zsjy.xdxy.com.cn/"
"755","天津市职业大学","专科（高职）","综合类","天津北辰区","022-59671666,022-59671777","http://zs.tjtc.edu.cn/"
"756","天津交通职业学院","专科（高职）","理工类","天津西青区","022-87912328","http://zhaosheng.tttc.edu.cn/"
"757","天津工业职业学院","专科（高职）","理工类","天津北辰区","022-26983723,022-26983773","https://zsb.pctj.edu.cn/"
"758","天津工艺美术职业学院","专科（高职）","艺术类","天津河北区","022-26786329,022-26773252","https://www.gmtj.com/news/info2/type/79.html"
"759","天津开发区职业技术学院","专科（高职）","综合类","天津滨海新区","022-60662588,022-60662688","http://www.tedazj.com/zs.html"
"760","天津城市职业学院","专科（高职）","综合类","天津河东区","022-26473168,022-26464200","http://www.tjcsxy.cn/zs/default.html"
"761","天津石油职业技术学院","专科（高职）","理工类","天津滨海新区","022-29000650,022-29000588",
"762","南阳理工学院","普通本科","理工类","河南","0377-63121358","http://zsw.nyist.edu.cn"
"763","天津国土资源和房屋职业学院","专科（高职）","综合类","天津滨海新区","022-63303817,022-63303848","http://zs.tjgfxy.com.cn/"
"764","天津商务职业学院","专科（高职）","财经类","天津津南区","022-59655427,022-59655460,022-59655461","http://zhaosheng.tcc1955.edu.cn/"
"765","天津艺术职业学院","专科（高职）","艺术类","天津南开区","022-23855353","http://www.arttj.cn/page/Default.asp?pageID=59#Menu=ChildMenu2"
"766","天津中德应用技术大学","普通本科","理工类","天津河北区","022-28776099,022-28776716,022-28776655","http://zs.tsguas.edu.cn/"
"767","天津铁道职业技术学院","专科（高职）","理工类","天津河北区","022-26748181,022-26744940","http://zhao.tjtdxy.cn/"
"768","大连商务职业学院","专科（高职）","财经类","辽宁","0411-86305735",
"769","通辽职业学院","专科（高职）","综合类","内蒙古","0475-8888558,0475-8888552","http://zsw.tlzyxy.com/"
"770","西安外事学院","普通本科","综合类","陕西雁塔区","029-88513888","https://zsw.xaiu.edu.cn/"
"771","西安思源学院","普通本科","综合类","陕西","400-888-6660,029-82601888,029-82601785","http://zb.xasyu.cn/"
"772","北京体育大学","211","体育类","北京海淀区","010-62989047,010-62989342","http://zs.bsu.edu.cn"
"773","南昌工程学院","普通本科","理工类","江西青山湖区","0791-88126666,0791-88126772","http://envo.nit.edu.cn/"
"774","南昌理工学院","普通本科","综合类","江西","0791-83891958,0791-82143608","http://zsb.nut.edu.cn"
"775","江西科技学院","普通本科","综合类","江西","0791-88138888,0791-88137777","http://zjc.jxut.edu.cn/ygzs.htm"
"776","江西中医药高等专科学校","专科（高职）","医药类","江西","0794-8230086,18970410086","http://www.jxtcms.net/zsw/"
"777","江西卫生职业学院","专科（高职）","医药类","江西","0791-85772168,0791-85772158,0791-85151888","http://zsw.jxhlxy.com.cn/"
"778","豫章师范学院","普通本科","师范类","江西新建区","0791-83685811,0791-87545147","http://www.yuznu.edu.cn/html2/index9.html"
"779","河南中医药大学","普通本科","医药类","河南金水区","0371-86667366","http://ptzs.hactcm.edu.cn"
"780","江西警察学院","普通本科","政法类","江西新建区","0791-88673333,0791-88673068","http://stu.jxga.edu.cn/news-list-zhaoshengxinxi.html"
"781","首都经济贸易大学","普通本科","财经类","北京丰台区","010-83952090,010-83951799","http://zs.cueb.edu.cn"
"782","信阳师范学院","普通本科","师范类","河南","0376-6391212,0376-6390601,0376-6391762","http://zs.xynu.edu.cn"
"783","安阳师范学院","普通本科","师范类","河南","0372-2900135,0372-2900106","https://zs.aynu.edu.cn/"
"784","北京信息科技大学","普通本科","理工类","北京海淀区","010-82426126","http://zhaosheng.bistu.edu.cn"
"785","平顶山学院","普通本科","综合类","河南","0375-2657796,0375-2657677,0375-2657797","http://zsxx.pdsu.edu.cn"
"786","北京青年政治学院","专科（高职）","语言类","北京朝阳区","010-64724789,010-84778264,010-84778254","http://xsc.bjypc.edu.cn/zhaosheng/"
"787","北京信息职业技术学院","专科（高职）","理工类","北京朝阳区","010-64353978,010-64374282","http://www.bitc.edu.cn/zsxx/"
"788","河南科技学院","普通本科","综合类","河南红旗区","0373-3040127","http://zsxx.hist.edu.cn/"
"789","黄淮学院","普通本科","综合类","河南","0396-2853111,0396-2853178","http://zhaosheng.huanghuai.edu.cn/"
"790","北京工业职业技术学院","专科（高职）","理工类","北京石景山区","010-51511538,010-51511539","http://zs.bgy.edu.cn/"
"791","铁道警察学院","普通本科","政法类","河南","0371-60666067","http://www.rpc.edu.cn/zsjy/index.htm"
"792","北京经济技术职业学院","专科（高职）","财经类","北京","010-61595668,010-61595685",
"793","萍乡学院","普通本科","综合类","江西","0799-6682122,0799-6684491,0799-6684355","http://zsw.pxc.jx.cn/"
"794","景德镇学院","普通本科","综合类","江西","0798-8336008,0798-8334044","http://zsw.jdzu.edu.cn/"
"795","漯河医学高等专科学校","专科（高职）","医药类","河南","0395-2924139,0395-2124491","http://www.lhmc.edu.cn/zs/"
"796","新余学院","普通本科","综合类","江西","0790-6666058,0790-6666055","http://zb.xyc.edu.cn"
"797","九江职业技术学院","专科（高职）","理工类","江西","0792-8262600,0792-8177701,0792-81777022","http://zsw.jvtc.jx.cn"
"798","河南工学院","普通本科","理工类","河南红旗区","0373-3691234,0373-3691071","http://zs.hait.edu.cn"
"799","江西工业职业技术学院","专科（高职）","综合类","江西","0791-88351773,0791-88691909,0791-88690909","http://zsw.jxgzy.cn"
"800","九江职业大学","专科（高职）","综合类","江西浔阳区","0792-8375558,0792-8377677","http://www.jjvu.jx.cn/Category_894/Index.aspx"
"801","北京政法职业学院","专科（高职）","政法类","北京大兴区","010-89269998,010-89269999","http://zs.bcpl.cn/"
"802","北京财贸职业学院","专科（高职）","财经类","北京通州区","010-65231250,010-65253959","http://zs.bjczy.edu.cn/"
"803","江西工业贸易职业技术学院","专科（高职）","综合类","江西","0791-83777800,0791-83777842,0791-83777980","http://zsc.jxgmxy.com"
"804","郑州电力高等专科学校","专科（高职）","理工类","河南","0371-62275026,0371-62275025","https://zs.zepc.edu.cn/"
"805","江西现代职业技术学院","专科（高职）","综合类","江西","0791-88123456,0791-88123658","http://zsw.jxxdxy.com/"
"806","北京京北职业技术学院","专科（高职）","理工类","北京怀柔区","010-89681662,010-89682407",
"807","宜春职业技术学院","专科（高职）","综合类","江西","0795-3203236,0795-3203019","http://zs.ycvc.jx.cn/"
"808","南昌职业大学","普通本科","综合类","江西湾里区","0791-87190000,0791-87191111","http://zsb.nczydx.com/"
"809","北京交通职业技术学院","专科（高职）","理工类","北京昌平区","010-89707874,010-80110996","http://www.jtxy.com.cn/index.php?m=content&amp;c=index&amp;a=lists&amp;catid=51"
"810","北京戏曲艺术职业学院","专科（高职）","艺术类","北京丰台区","010-67561657","http://117.114.161.150/"
"811","北京北大方正软件职业技术学院","专科（高职）","综合类","北京通州区","010-82529571,010-82529573","http://zhaosheng.pfc.cn"
"812","江西交通职业技术学院","专科（高职）","综合类","江西","0791-83806062,0791-83809767","https://zsb.jxjtxy.edu.cn/"
"813","抚州职业技术学院","专科（高职）","理工类","江西","0794-7058123,0794-7058456","http://www.fzjsxy.cn/index.php/cms/item-list-category-49.shtml"
"814","武汉民政职业学院","专科（高职）","政法类","湖北洪山区","027-87178319,027-87178320","http://www.whmzxy.cn/xibu/zsjyw/"
"815","江西应用工程职业学院","专科（高职）","理工类","江西安源区","0799-6376776,0799-6376677","http://zsc.jxatei.net/"
"816","北京农业职业学院","专科（高职）","农林类","北京房山区","010-80358899,010-82595825","https://www.bvca.edu.cn/zsw/"
"817","山西中医药大学","普通本科","医药类","山西万柏林区","0351-3179767,0351-2272672","http://bkzs.sxtcm.edu.cn/"
"818","运城学院","普通本科","综合类","山西","0359-2090807,0359-2090661,0359-2090662","http://www.ycu.edu.cn/zhaosheng/"
"819","晋中学院","普通本科","综合类","山西榆次区","0351-3985777,0351-3985888,0351-3985510",
"820","江西工程职业学院","专科（高职）","综合类","江西西湖区","0791-86587211","http://59.52.97.137:82/Item/list.asp?id=214"
"821","江西科技职业学院","专科（高职）","综合类","江西南昌县","0791-85160008,0791-85160018,0791-85160028","http://zsb.jxkeda.com/"
"822","江西生物科技职业学院","专科（高职）","农林类","江西南昌县","0791-85739800,0791-87877238","http://zsw.jxswkj.com/zyjs.htm"
"823","江西外语外贸职业学院","专科（高职）","其他","江西","0791-88352677,0791-88352446,0791-88352447","http://zjc.jxcfs.com/"
"824","江西司法警官职业学院","专科（高职）","政法类","江西","0791-83875325,0791-83875391,0791-83875259","http://www.jxsfjy.cn/"
"825","江西应用科技学院","普通本科","综合类","江西新建区","0791-83653888,0791-83653777,0791-83653666","http://www.jxcsedu.com/zhaosheng/"
"826","西昌学院","普通本科","综合类","四川西昌市","0834-2580038,0834-2580029","https://www.xcc.edu.cn/xcxy_zsw/index/index.html"
"827","江西电力职业技术学院","专科（高职）","理工类","江西","0791-3899638,0791-3898371",
"828","攀枝花学院","普通本科","综合类","四川东区","0812-5712507,0812-3370868","http://zsw.pzhu.cn"
"829","炎黄职业技术学院","专科（高职）","理工类","江苏","0517-80816690,0517-89960111","http://157.0.5.169:8080/"
"830","西南大学","211","综合类","重庆北碚区","023-68252513,023-68250942","http://bkzsw.swu.edu.cn/"
"831","贵州大学","211","综合类","贵州花溪区","0851-88305150,0851-88305151,0851-88292075","http://rso.gzu.edu.cn/"
"832","海军军医大学","211","军事类","上海","021-81870199","http://ao.smmu.edu.cn/"
"833","空军军医大学","211","军事类","陕西新城区","029-84774157  84772777","http://zhaosheng.fmmu.edu.cn/"
"834","国防科技大学","985 211","军事类","湖南","0731-84574064","http://www.gotonudt.cn/"
"835","江西旅游商贸职业学院","专科（高职）","财经类","江西","0791-83771588,0791-83771566,0791-83771544","http://zsb.jxlsxy.com/"
"836","江西农业工程职业学院","专科（高职）","农林类","江西樟树市","0795-7353583","http://www.jxaevc.com/zsw/ShowClass.asp?ClassID=211"
"837","江西青年职业学院","专科（高职）","综合类","江西","0791-83814509,0791-83893355","http://zs.jxqy.com.cn/"
"838","江西机电职业技术学院","专科（高职）","理工类","江西","0791-83805950","http://zs.jxjdxy.edu.cn/html/nzs/index.html"
"839","江西陶瓷工艺美术职业技术学院","专科（高职）","艺术类","江西","0798-8441370,0798-8416651,0798-8416652","http://www.jxgymy.com"
"840","江西制造职业技术学院","专科（高职）","综合类","江西","0791-88122812,0791-88122318,0791-88122919","http://www.jxmtc.com/zsw/"
"841","上饶职业技术学院","专科（高职）","理工类","江西","0793-8472000,0793-8472413","http://zs.srzy.cn/"
"842","江西应用技术职业学院","专科（高职）","理工类","江西","0797-8326546,0797-8326576,0797-8327962","http://www.jxyyxy.com/zsw"
"843","江西财经职业学院","专科（高职）","财经类","江西","0792-8183118,0792-8183220,0792-8183219","http://zjc.jxvc.jx.cn/"
"844","江西艺术职业学院","专科（高职）","艺术类","江西青山湖区","0791-83810006,0791-83810007","https://www.jxysedu.com/Class_26/Default"
"845","赣西科技职业学院","专科（高职）","综合类","江西","0790-6736399,0790-6435383","http://www.ganxidx.com/zs/"
"846","江西经济管理干部学院","专科（高职）","综合类","江西新建区","0791-83956683","http://zsb.jiea.cn/"
"847","江西航空职业技术学院","专科（高职）","理工类","江西南昌县","0791-88448942,0791-88490764",
"848","鹰潭职业技术学院","专科（高职）","综合类","江西","0701-6650362,0701-6650369","http://www.jxytxy.cn/zsxx.html"
"849","江西建设职业技术学院","专科（高职）","理工类","江西","0791-6713699,0791-6713599,0791-6713988","http://zsw.jxjsxy.edu.cn/"
"850","江西工业工程职业技术学院","专科（高职）","理工类","江西","0799-7062207,0799-7062737","http://zsw.jxgcxy.net/"
"851","江西工程学院","普通本科","理工类","江西","0790-6341023,0790-6351177","http://zsc.jxue.edu.cn/"
"852","江西信息应用职业技术学院","专科（高职）","理工类","江西","0791-5273256,0791-5273257","http://zsb.jxcia.com/"
"853","江西环境工程职业学院","专科（高职）","农林类","江西","0797-8259288,0797-8305312","http://www.jxhjxy.com/zs/"
"854","南方医科大学","普通本科","医药类","广东","020-61648502,020-61648504","http://portal.smu.edu.cn/bkzs/"
"855","肇庆学院","普通本科","师范类","广东","0758-2716043","http://zsb.zqu.edu.cn"
"856","广东警官学院","普通本科","政法类","广东","020-34068339,020-34067794","http://zsb.gdppla.edu.cn"
"857","广东技术师范大学","普通本科","师范类","广东天河区","020-38265603,020-38256659","http://zs.gpnu.edu.cn"
"858","广东培正学院","普通本科","财经类","广东花都区","020-86710202,020-86710302,020-86994646","http://zb.peizheng.edu.cn/"
"859","广东白云学院","普通本科","综合类","广东白云区","020-36093333,020-36095908","http://zsb.baiyunu.edu.cn/"
"860","广州航海学院","普通本科","理工类","广东黄埔区","020-32081599","http://zsb.gzmtu.edu.cn/"
"861","肇庆医学高等专科学校","专科（高职）","医药类","广东","0758-2857067,0758-2826224","https://xsc.zqmc.edu.cn/WebSite/AdmissionWeb/Index.html"
"862","广东农工商职业技术学院","专科（高职）","综合类","广东天河区","020-85230071,020-85230197","http://zs.gdaib.edu.cn/"
"863","佛山职业技术学院","专科（高职）","综合类","广东三水区","0757-87263121,0757-87263100","http://zs.fspt.net"
"864","广东松山职业技术学院","专科（高职）","理工类","广东曲江区","0751-6502668,0751-6501666",
"865","广东新安职业技术学院","专科（高职）","综合类","广东南山区","0755-36881398,0755-36881350","http://zs.gdxa.cn/"
"866","顺德职业技术学院","专科（高职）","综合类","广东顺德区","0757-22327131,0757-22327132,0757-22323732","https://zs.sdpt.edu.cn/"
"867","潮汕职业技术学院","专科（高职）","综合类","广东","0663-2290558,0663-2290588","http://www.chaoshan.cn/zsb"
"868","广东工商职业技术大学","普通本科","综合类","广东端州区","0758-6179018","http://zsb.gdbtu.edu.cn/"
"869","广东理工学院","普通本科","理工类","广东","0758-8387888,0758-8387808","http://zsb.gdlgxy.edu.cn/"
"870","广州华南商贸职业学院","专科（高职）","综合类","广东白云区","020-28388104,020-28388105","https://nzsw.scbt.edu.cn/"
"871","广州体育职业技术学院","专科（高职）","体育类","广东天河区","020-85603035,020-85603039","http://zsb.gztzy.edu.cn"
"872","广东司法警官职业学院","专科（高职）","政法类","广东","020-87083551,020-87083361","http://www.gdsfjy.cn:9001/zsxt-web/index.do"
"873","广州城市职业学院","专科（高职）","综合类","广东白云区","020-86375471,020-86375473","http://zs.gcp.edu.cn"
"874","广东邮电职业技术学院","专科（高职）","理工类","广东天河区","020-38253329,020-38252682","https://www.gupt.edu.cn/?DayEdu/Admissions/"
"875","清远职业技术学院","专科（高职）","综合类","广东清城区","0763-3936666,0763-3936066,0763-3936888","https://zs.qypt.edu.cn/"
"876","深圳信息职业技术学院","专科（高职）","理工类","广东龙岗区","0755-89226360,0755-89226361","http://zhaob.sziit.edu.cn"
"877","珠海城市职业技术学院","专科（高职）","综合类","广东金湾区","0756-7253066,0756-7253616","https://zs.zhcpt.edu.cn/"
"878","江门职业技术学院","专科（高职）","综合类","广东","0750-3725908,0750-3725289","http://zsxx.jmpt.cn/viscms/zsxx/putonggaokaozhaoshengwang8997/"
"879","惠州经济职业技术学院","专科（高职）","财经类","广东","0752-3619806,0752-3619808","https://www.hzec.edu.cn/zhaoshengban/"
"880","广州华立科技职业学院","专科（高职）","综合类","广东","020-82906888,020-32801002,020-32801003","http://www.hlxy.net/cszs/main.htm"
"881","广东工程职业技术学院","专科（高职）","理工类","广东","020-37395432,020-37395743","http://www.gdep.edu.cn/zsw/"
"882","广东理工职业学院","专科（高职）","理工类","广东","020-83505073,020-83493126","http://zs.gdpi.edu.cn/"
"883","河源职业技术学院","专科（高职）","综合类","广东","0762-3800003,0762-3800006","http://zsb.hypt.edu.cn"
"884","阳江职业技术学院","专科（高职）","综合类","广东","0662-3362800,0662-3300553","http://www.yjpt.edu.cn/zsb/index.html"
"885","广东岭南职业技术学院","专科（高职）","综合类","广东","020-22305555,0763-3918555","https://zs.lnc.edu.cn/"
"886","广东女子职业技术学院","专科（高职）","其他","广东","020-34557001,020-34557502","http://zsxx.gdfs.edu.cn/"
"887","汕尾职业技术学院","专科（高职）","综合类","广东","0660-3386864,0660-3396865","http://www.swvtc.cn/html/zsw/index.html"
"888","广州现代信息工程职业技术学院","专科（高职）","理工类","广东","020-22325918,020-22325955","http://zsb.gzmiec.edu.cn/"
"889","广州科技职业技术大学","普通本科","综合类","广东白云区","020-87410218,020-87410318,020-87410368","https://zs.gkd.edu.cn/"
"890","广州涉外经济职业技术学院","专科（高职）","综合类","广东","020-36783769,020-36783295","http://zsxx.gziec.edu.cn/"
"891","广东科学技术职业学院","专科（高职）","综合类","广东天河区","020-85297313,0756-7796101","http://www.gdit.edu.cn/zsb/main.htm"
"892","广东行政职业学院","专科（高职）","综合类","广东","020-86867108,020-86867162","https://www.gdxzzy.edu.cn/zsb/"
"893","广州康大职业技术学院","专科（高职）","综合类","广东","020-82878969,020-82872088,020-32971192","https://zsb.kdvtc-edu.cn"
"894","中国矿业大学（北京）","211","理工类","北京海淀区","010-62331534,010-82381241","http://zb.cumtb.edu.cn"
"895","武汉科技大学","普通本科","理工类","湖北","027-68862888","http://zs.wust.edu.cn"
"896","长江工程职业技术学院","专科（高职）","理工类","湖北江夏区","027-87933335,027-87933331,027-87933332","http://zs.cj-edu.com.cn/"
"897","重庆科技学院","普通本科","理工类","重庆沙坪坝区","023-65026868,023-65022363","http://zjc.cqust.edu.cn/"
"898","上海商学院","普通本科","财经类","上海徐汇区","021-54252879,021-64280270","http://zsw.sbs.edu.cn/"
"899","上海政法学院","普通本科","政法类","上海青浦区","021-39225065,021-39225175,021-39225177","http://zs.shupl.edu.cn/"
"900","大庆师范学院","普通本科","师范类","黑龙江","0459-5510088,0459-5510288","http://www.dqsy.net/zsjy.htm"
"901","武汉铁路职业技术学院","专科（高职）","理工类","湖北","027-51168665,027-51159355","http://zjc.wru.edu.cn/"
"902","吉林农业科技学院","普通本科","农林类","吉林","0432-63509600,0432-6350932,0432-63509034",
"903","随州职业技术学院","专科（高职）","理工类","湖北","0722-3809888,0722-3809889","http://zsc.szvtc.cn/"
"904","武汉航海职业技术学院","专科（高职）","理工类","湖北江汉区","027-51868508,027-86811585,027-86811585","http://zs.whhhxy.com/"
"905","长沙南方职业学院","专科（高职）","综合类","湖南天心区","0731-88120011","http://zs.nfdx.net/"
"906","重庆交通大学","普通本科","理工类","重庆南岸区","023-62652497,023-62652498","http://zsjy.cqjtu.edu.cn/zsw/default.aspx"
"907","武汉警官职业学院","专科（高职）","政法类","湖北东西湖区","027-83214207,027-83254957","http://zs.whpa.cn/"
"908","福建医科大学","普通本科","医药类","福建","0591-22860673,0591-22862773","http://www.fjmu.edu.cn/zs"
"909","福建中医药大学","普通本科","医药类","福建","0591-22861003,0591-22861250,0591-22861276","http://zsb.fjtcm.edu.cn/"
"910","蚌埠医学院","普通本科","医药类","安徽","0552-3178336","https://jwc.bbmc.edu.cn/zsxx2.htm"
"911","阜阳师范大学","普通本科","师范类","安徽颍州区","0558-2595660,0558-2595661,0558-22595663","http://www.fynu.edu.cn/bkzsxxw/"
"912","安庆师范大学","普通本科","师范类","安徽迎江区","0556-5300117","http://zsw.aqnu.edu.cn/"
"913","湖北理工学院","普通本科","理工类","湖北","0714-6350612,0714-6372166,0714-6359652","http://zsxx.hbpu.edu.cn"
"914","湖北警官学院","普通本科","政法类","湖北","027-61630031,18007158361","http://zsxx.hbpa.edu.cn/"
"915","长沙学院","普通本科","理工类","湖南","0731-84261447,0731-84261436","http://zsjy.ccsu.cn/zssy.htm"
"916","广东金融学院","普通本科","财经类","广东","020-37215393,020-37216086","http://zs.gduf.edu.cn/"
"917","右江民族医学院","普通本科","医药类","广西","0776-2853922,0776-2848860","http://yyzs.ymcn.edu.cn/"
"918","广西中医药大学","普通本科","医药类","广西","0771-3122535,0771-3126099","http://zjc.gxtcmu.edu.cn/"
"919","河池学院","普通本科","综合类","广西宜州区","0778-3142339","http://zs.hcnu.edu.cn/"
"920","伊犁师范大学","普通本科","师范类","新疆伊宁市","0999-8137391","https://zsw.ylnu.edu.cn/"
"921","重庆文理学院","普通本科","综合类","重庆永川区","023-49891968","http://zb.cqwu.edu.cn"
"922","沈阳工程学院","普通本科","理工类","辽宁","024-31975263,024-31975265","http://zhaosheng.sie.edu.cn"
"923","赤峰学院","普通本科","综合类","内蒙古","0476-8300205,0476-8300206","http://www.cfxy.cn/zs/"
"924","西安文理学院","普通本科","师范类","陕西碑林区","029-88221619,029-88221907","http://zsjyc.xawl.edu.cn/"
"925","昆明学院","普通本科","综合类","云南","0871-65098083,0871-65098085","http://zs.kmu.edu.cn/index.jsp"
"926","黑河学院","普通本科","综合类","黑龙江五大连池市","0456-6842222,0456-6842888,0456-6842777","http://www.hhxyzsb.com/"
"927","广西财经学院","普通本科","财经类","广西","0771-3835078,0771-3859737,0771-3843560",
"928","吉林医药学院","普通本科","医药类","吉林","0432-64560120",
"929","金陵科技学院","普通本科","理工类","江苏","025-86188800,025-86188811","http://jitzs.university-hr.com/"
"930","徐州工程学院","普通本科","综合类","江苏","0516-83105200","http://zjc.xzit.edu.cn/zhaosheng/"
"931","河南职业技术学院","专科（高职）","理工类","河南","0371-65687733,0371-69307333","http://zsjy.hnzj.edu.cn/"
"932","江苏农牧科技职业学院","专科（高职）","农林类","江苏","0523-86158999,0523-86158030,0523-86158666","http://www.jsahvc.edu.cn/zsxx/"
"933","湖北经济学院法商学院","普通本科","财经类","湖北","027-81972078,027-81972256","http://www.hbfs.edu.cn/zs/"
"934","保险职业学院","专科（高职）","财经类","湖南","0731-82816999,0731-82816975","https://www.bxxy.com/html/folder/20070139-1.htm"
"935","湖北三峡职业技术学院","专科（高职）","理工类","湖北","0717-8853388,0717-8853399,0717-8853339","http://zs.tgc.edu.cn/"
"936","武汉交通职业学院","专科（高职）","理工类","湖北","027-88756299",
"937","厦门理工学院","普通本科","理工类","福建","0592-6291114,0592-6291618","http://zsb.xmut.edu.cn"
"938","哈尔滨师范大学","普通本科","师范类","黑龙江","0451-88060177","http://cs.hrbnu.edu.cn/zsxx.htm"
"939","绥化学院","普通本科","综合类","黑龙江","0455-8301333,0455-8301777,0455-8301888","http://zs.shxy.edu.cn/lnfs.htm"
"940","淮阴师范学院","普通本科","师范类","江苏","0517-83526999,0517-83526555","http://zb.hytc.edu.cn/"
"941","南京工业职业技术大学","普通本科","理工类","江苏栖霞区","400-080-1151,025-85864210","http://zs.niit.edu.cn"
"942","浙江传媒学院","普通本科","语言类","浙江下城区","0571-86832600,0571-86832630","http://zsw.cuz.edu.cn/"
"943","辽宁科技学院","普通本科","理工类","辽宁","024-43164073,024-43164077,024-43164078","http://zs.lnist.edu.cn/"
"944","湖北城市建设职业技术学院","专科（高职）","理工类","湖北","027-81326808,027-81326809","http://zhaosheng.hbucvc.edu.cn"
"945","江苏工程职业技术学院","专科（高职）","理工类","江苏","0513-80560444,0513-80560555","http://zsb.jcet.edu.cn/"
"946","湖南人文科技学院","普通本科","综合类","湖南","0738-8325377","http://hnrkuzs.university-hr.cn/"
"947","贵阳学院","普通本科","综合类","贵州","0851-85400560,0851-85406767","http://zjc.gyu.cn/"
"948","重庆工商大学","普通本科","财经类","重庆南岸区","023-62769696","https://acgozs.ctbu.edu.cn/"
"949","湖北水利水电职业技术学院","专科（高职）","理工类","湖北","027-87378079,027-87378095","http://www.hbsy.cn/zsw/"
"950","成都医学院","普通本科","医药类","四川","028-62739988,028-62739200","http://zs.cmc.edu.cn/"
"951","文华学院","普通本科","理工类","湖北","027-87583391,027-87583392,027-87583393","http://zhaosheng.hustwenhua.net/"
"952","绵阳师范学院","普通本科","师范类","四川","0816-2200001,0816-2202650","http://zs.mnu.cn"
"953","内江师范学院","普通本科","师范类","四川","0832-2341097,0832-2340613","http://njtczs.university-hr.cn/"
"954","宜宾学院","普通本科","综合类","四川宜宾县","0831-3530929,0831-3545029,0831-3553172","http://zsw.yibinu.edu.cn/"
"955","乐山师范学院","普通本科","师范类","四川","0833-2276288,0833-2276247","http://zs.lsnu.edu.cn/"
"956","成都体育学院","普通本科","体育类","四川","028-85090713","http://zb.cdsu.edu.cn/"
"957","曲靖师范学院","普通本科","师范类","云南","0874-8998692,0874-8998620,0874-8965030","http://zsjyc.qjnu.edu.cn/"
"958","榆林学院","普通本科","师范类","陕西","0912-3893980,0912-3893826","https://zsxxw.yulinu.edu.cn/"
"959","塔里木大学","普通本科","综合类","新疆阿拉尔市","0997-4680620,0997-4681848",
"960","上海电机学院","普通本科","理工类","上海浦东新区","021-38223045","http://zhaosheng.sdju.edu.cn"
"961","西藏藏医药大学","普通本科","医药类","西藏城关区","0891-6389670","http://www.ttmc.edu.cn/zsjy/zsxx.htm"
"962","陇东学院","普通本科","综合类","甘肃","0934-8658679,0934-8652820","https://zsjyc.ldxy.edu.cn/"
