序号,学科门类,门类代码,一级学科名称,学科代码,评估结果,院校名称,学校代码,评估百分位,评估名次,评估档次,全国“博士授权”高校总数,本次参评“博士授权”高校数,本次参评高校总数,双一流学科
3846,农学,9,园艺学,902,B+,西北农林科技大学,10712,10%-20%,前3-7名,4档,21,21,36,
3869,农学,9,农业资源与环境,903,B+,西北农林科技大学,10712,10%-20%,前3-6名,4档,19,18,34,
3893,农学,9,植物保护,904,B+,西北农林科技大学,10712,10%-20%,前3-7名,4档,24,20,35,
3918,农学,9,畜牧学,905,B+,西北农林科技大学,10712,10%-20%,前4-8名,4档,30,28,44,
3948,农学,9,兽医学,906,B+,西北农林科技大学,10712,10%-20%,前4-8名,4档,20,20,41,
3971,农学,9,林学,907,A-,西北农林科技大学,10712,5%-10%,前1-3名,3档,18,18,30,
4006,农学,9,草学,909,B+,西北农林科技大学,10712,10%-20%,前2-5名,4档,14,13,26,
4714,管理学,12,农林经济管理,1203,B+,西北农林科技大学,10712,10%-20%,前3-7名,4档,24,22,39,
67,经济学,2,理论经济学,201,A-,西北大学,10697,5%-10%,前4-9名,3档,39,38,90,
194,经济学,2,应用经济学,202,C+,西北大学,10697,40%-50%,前62-77名,7档,66,58,155,
813,文学,5,中国语言文学,501,B,西北大学,10697,20%-30%,前29-44名,5档,65,64,148,
970,文学,5,外国语言文学,502,C,西北大学,10697,50%-60%,前74-88名,8档,41,38,163,
1028,文学,5,新闻传播学,503,C+,西北大学,10697,40%-50%,前32-40名,7档,17,17,81,
1046,历史学,6,考古学,601,A+,西北大学,10697,前2%,前2名,1档,21,21,36,
1092,历史学,6,中国史,602,B,西北大学,10697,20%-30%,前16-24名,5档,48,48,82,
1137,历史学,6,世界史,603,B+,西北大学,10697,10%-20%,前5-11名,4档,31,31,58,
1216,理学,7,数学,701,B,西北大学,10697,20%-30%,前36-54名,5档,76,69,182,
1331,理学,7,物理学,702,B,西北大学,10697,20%-30%,前25-38名,5档,64,56,127,
1412,理学,7,化学,703,B+,西北大学,10697,10%-20%,前15-30名,4档,69,66,150,
1511,理学,7,地理学,705,B,西北大学,10697,20%-30%,前12-18名,5档,31,29,60,
1574,理学,7,地质学,709,B+,西北大学,10697,10%-20%,前2-4名,4档,17,15,22,地质学
1633,理学,7,生物学,710,B,西北大学,10697,20%-30%,前32-48名,5档,91,75,161,
1711,理学,7,科学技术史,712,B,西北大学,10697,20%-30%,前4-6名,5档,9,7,21,
1749,理学,7,生态学,713,B,西北大学,10697,20%-30%,前20-30名,5档,57,48,100,
1845,理学,7,统计学,714,C+,西北大学,10697,40%-50%,前48-60名,7档,54,51,120,
2119,工学,8,光学工程,803,C-,西北大学,10697,60%-70%,前48-56名,9档,39,36,80,
2497,工学,8,电子科学与技术,809,C-,西北大学,10697,60%-70%,前63-74名,9档,52,49,106,
2586,工学,8,信息与通信工程,810,C-,西北大学,10697,60%-70%,前82-95名,9档,64,61,137,
2798,工学,8,计算机科学与技术,812,B-,西北大学,10697,30%-40%,前71-95名,6档,77,75,238,
3091,工学,8,化学工程与技术,817,B+,西北大学,10697,10%-20%,前14-28名,4档,54,51,144,
3176,工学,8,地质资源与地质工程,818,B,西北大学,10697,20%-30%,前7-11名,5档,27,26,38,
3474,工学,8,环境科学与工程,830,C-,西北大学,10697,60%-70%,前93-108名,9档,60,57,155,
3606,工学,8,城乡规划学,833,C+,西北大学,10697,40%-50%,前20-25名,7档,13,13,51,
3685,工学,8,软件工程,835,B+,西北大学,10697,10%-20%,前16-33名,4档,46,45,165,
1217,理学,7,数学,701,B,西北工业大学,10699,20%-30%,前36-54名,5档,76,69,182,
1332,理学,7,物理学,702,B,西北工业大学,10699,20%-30%,前25-38名,5档,64,56,127,
1442,理学,7,化学,703,B-,西北工业大学,10699,30%-40%,前45-60名,6档,69,66,150,
1695,理学,7,生物学,710,C-,西北工业大学,10699,60%-70%,前96-112名,9档,91,75,161,
1890,工学,8,力学,801,B+,西北工业大学,10699,10%-20%,前8-16名,4档,53,52,80,
1965,工学,8,机械工程,802,B+,西北工业大学,10699,10%-20%,前18-37名,4档,93,89,189,机械工程
2093,工学,8,光学工程,803,B-,西北工业大学,10699,30%-40%,前24-32名,6档,39,36,80,
2147,工学,8,仪器科学与技术,804,B-,西北工业大学,10699,30%-40%,前21-29名,6档,32,29,73,
2178,工学,8,材料科学与工程,805,A,西北工业大学,10699,2%-5%,前8名,2档,93,89,172,材料科学与工程
2339,工学,8,动力工程及工程热物理,807,B-,西北工业大学,10699,30%-40%,前25-33名,6档,43,42,84,
2390,工学,8,电气工程,808,B,西北工业大学,10699,20%-30%,前16-25名,5档,40,39,84,
2442,工学,8,电子科学与技术,809,B+,西北工业大学,10699,10%-20%,前10-21名,4档,52,49,106,
2538,工学,8,信息与通信工程,810,B,西北工业大学,10699,20%-30%,前27-41名,5档,64,61,137,
2622,工学,8,控制科学与工程,811,B+,西北工业大学,10699,10%-20%,前16-32名,4档,67,64,162,
2728,工学,8,计算机科学与技术,812,A-,西北工业大学,10699,5%-10%,前11-23名,3档,77,75,238,
3004,工学,8,土木工程,814,C-,西北工业大学,10699,60%-70%,前80-93名,9档,56,54,134,
3264,工学,8,交通运输工程,823,B-,西北工业大学,10699,30%-40%,前15-20名,6档,27,25,52,
3287,工学,8,船舶与海洋工程,824,B-,西北工业大学,10699,30%-40%,前5-7名,6档,13,12,18,
3294,工学,8,航空宇航科学与技术,825,A+,西北工业大学,10699,前2%,前2名,1档,12,12,25,
3312,工学,8,兵器科学与技术,826,B,西北工业大学,10699,20%-30%,前2-3名,5档,14,10,13,
3511,工学,8,生物医学工程,831,C+,西北工业大学,10699,40%-50%,前28-35名,7档,35,32,70,
3686,工学,8,软件工程,835,B+,西北工业大学,10699,10%-20%,前16-33名,4档,46,45,165,
4440,管理学,12,管理科学与工程,1201,B+,西北工业大学,10699,10%-20%,前18-37名,4档,90,85,187,
4628,管理学,12,工商管理,1202,B-,西北工业大学,10699,30%-40%,前72-96名,6档,65,63,240,
4835,管理学,12,公共管理,1204,C-,西北工业大学,10699,60%-70%,前85-100名,9档,43,27,143,
5084,艺术学,13,设计学,1305,B-,西北工业大学,10699,30%-40%,前28-37名,6档,16,16,94,
539,法学,3,马克思主义理论,305,B-,西北师范大学,10736,30%-40%,前69-92名,6档,93,83,231,
630,教育学,4,教育学,401,B+,西北师范大学,10736,10%-20%,前10-20名,4档,31,30,101,
705,教育学,4,心理学,402,C+,西北师范大学,10736,40%-50%,前20-25名,7档,24,23,51,
755,教育学,4,体育学,403,C+,西北师范大学,10736,40%-50%,前31-39名,7档,21,21,78,
814,文学,5,中国语言文学,501,B,西北师范大学,10736,20%-30%,前29-44名,5档,65,64,148,
937,文学,5,外国语言文学,502,B-,西北师范大学,10736,30%-40%,前44-59名,6档,41,38,163,
1110,历史学,6,中国史,602,C+,西北师范大学,10736,40%-50%,前32-41名,7档,48,48,82,
1218,理学,7,数学,701,B,西北师范大学,10736,20%-30%,前36-54名,5档,76,69,182,
1345,理学,7,物理学,702,B-,西北师范大学,10736,30%-40%,前38-50名,6档,64,56,127,
1443,理学,7,化学,703,B-,西北师范大学,10736,30%-40%,前45-60名,6档,69,66,150,
1518,理学,7,地理学,705,B-,西北师范大学,10736,30%-40%,前18-24名,6档,31,29,60,
4932,艺术学,13,音乐与舞蹈学,1302,C+,西北师范大学,10736,40%-50%,前27-34名,7档,11,11,69,
4972,艺术学,13,戏剧与影视学,1303,C+,西北师范大学,10736,40%-50%,前20-25名,7档,14,13,51,
5019,艺术学,13,美术学,1304,B-,西北师范大学,10736,30%-40%,前27-37名,6档,15,15,93,
50,哲学,1,哲学,101,C,西北政法大学,10726,50%-60%,前42-50名,8档,48,38,84,
257,法学,3,法学,301,B+,西北政法大学,10726,10%-20%,前14-28名,4档,40,38,144,
427,法学,3,社会学,303,C-,西北民族大学,10742,60%-70%,前39-45名,9档,24,24,65,
441,法学,3,民族学,304,C+,西北民族大学,10742,40%-50%,前12-15名,7档,15,14,31,
842,文学,5,中国语言文学,501,C+,西北民族大学,10742,40%-50%,前59-74名,7档,65,64,148,
4940,艺术学,13,音乐与舞蹈学,1302,C,西北民族大学,10742,50%-60%,前34-41名,8档,11,11,69,
561,法学,3,马克思主义理论,305,C+,西华大学,10623,40%-50%,前92-115名,7档,93,83,231,
2059,工学,8,机械工程,802,C-,西华大学,10623,60%-70%,前113-132名,9档,93,89,189,
2356,工学,8,动力工程及工程热物理,807,C,西华大学,10623,50%-60%,前42-50名,8档,43,42,84,
2870,工学,8,计算机科学与技术,812,C-,西华大学,10623,60%-70%,前142-166名,9档,77,75,238,
3571,工学,8,食品科学与工程,832,C,西华大学,10623,50%-60%,前39-47名,8档,27,26,79,
3769,工学,8,软件工程,835,C-,西华大学,10623,60%-70%,前99-115名,9档,46,45,165,
4702,管理学,12,工商管理,1202,C-,西华大学,10623,60%-70%,前144-168名,9档,65,63,240,
360,法学,3,政治学,302,B-,西华师范大学,10638,30%-40%,前22-30名,6档,30,28,76,
585,法学,3,马克思主义理论,305,C,西华师范大学,10638,50%-60%,前115-138名,8档,93,83,231,
856,文学,5,中国语言文学,501,C,西华师范大学,10638,50%-60%,前74-88名,8档,65,64,148,
1293,理学,7,数学,701,C-,西华师范大学,10638,60%-70%,前109-127名,9档,76,69,182,
1766,理学,7,生态学,713,C+,西华师范大学,10638,40%-50%,前40-50名,7档,57,48,100,
491,法学,3,马克思主义理论,305,B+,西南交通大学,10613,10%-20%,前23-46名,4档,93,83,231,
855,文学,5,中国语言文学,501,C,西南交通大学,10613,50%-60%,前74-88名,8档,65,64,148,
954,文学,5,外国语言文学,502,C+,西南交通大学,10613,40%-50%,前59-74名,7档,41,38,163,
1271,理学,7,数学,701,C,西南交通大学,10613,50%-60%,前91-109名,8档,76,69,182,
1356,理学,7,物理学,702,C+,西南交通大学,10613,40%-50%,前50-63名,7档,64,56,127,
1858,理学,7,统计学,714,C,西南交通大学,10613,50%-60%,前60-72名,8档,54,51,120,
1896,工学,8,力学,801,B,西南交通大学,10613,20%-30%,前16-24名,5档,53,52,80,
1964,工学,8,机械工程,802,B+,西南交通大学,10613,10%-20%,前18-37名,4档,93,89,189,
2218,工学,8,材料科学与工程,805,B,西南交通大学,10613,20%-30%,前34-51名,5档,93,89,172,
2381,工学,8,电气工程,808,B+,西南交通大学,10613,10%-20%,前8-16名,4档,40,39,84,
2463,工学,8,电子科学与技术,809,B-,西南交通大学,10613,30%-40%,前31-42名,6档,52,49,106,
2520,工学,8,信息与通信工程,810,B+,西南交通大学,10613,10%-20%,前13-27名,4档,64,61,137,
2652,工学,8,控制科学与工程,811,B-,西南交通大学,10613,30%-40%,前48-64名,6档,67,64,162,
2752,工学,8,计算机科学与技术,812,B+,西南交通大学,10613,10%-20%,前23-47名,4档,77,75,238,
2896,工学,8,建筑学,813,B-,西南交通大学,10613,30%-40%,前16-21名,6档,16,16,54,
2924,工学,8,土木工程,814,A-,西南交通大学,10613,5%-10%,前6-13名,3档,56,54,134,
3049,工学,8,测绘科学与技术,816,B,西南交通大学,10613,20%-30%,前6-10名,5档,15,13,34,
3183,工学,8,地质资源与地质工程,818,C+,西南交通大学,10613,40%-50%,前15-19名,7档,27,26,38,
3246,工学,8,交通运输工程,823,A+,西南交通大学,10613,前2%,前2名,1档,27,25,52,交通运输工程
3458,工学,8,环境科学与工程,830,C,西南交通大学,10613,50%-60%,前77-93名,8档,60,57,155,
3517,工学,8,生物医学工程,831,C,西南交通大学,10613,50%-60%,前35-42名,8档,35,32,70,
3605,工学,8,城乡规划学,833,C+,西南交通大学,10613,40%-50%,前20-25名,7档,13,13,51,
3716,工学,8,软件工程,835,B-,西南交通大学,10613,30%-40%,前49-66名,6档,46,45,165,
4331,医学,10,药学,1007,C-,西南交通大学,10613,60%-70%,前62-72名,9档,41,37,104,
4438,管理学,12,管理科学与工程,1201,B+,西南交通大学,10613,10%-20%,前18-37名,4档,90,85,187,
4584,管理学,12,工商管理,1202,B+,西南交通大学,10613,10%-20%,前24-48名,4档,65,63,240,
4804,管理学,12,公共管理,1204,B-,西南交通大学,10613,30%-40%,前42-57名,6档,43,27,143,
5092,艺术学,13,设计学,1305,C+,西南交通大学,10613,40%-50%,前37-47名,7档,16,16,94,
4131,医学,10,临床医学,1002,C-,西南医科大学,10632,60%-70%,前51-60名,9档,52,48,86,
32,哲学,1,哲学,101,B-,西南大学,10635,30%-40%,前25-33名,6档,48,38,84,
418,法学,3,社会学,303,C,西南大学,10635,50%-60%,前32-39名,8档,24,24,65,
470,法学,3,马克思主义理论,305,A-,西南大学,10635,5%-10%,前11-23名,3档,93,83,231,
620,教育学,4,教育学,401,A-,西南大学,10635,5%-10%,前5-10名,3档,31,30,101,
685,教育学,4,心理学,402,A-,西南大学,10635,5%-10%,前2-5名,3档,24,23,51,
762,教育学,4,体育学,403,C,西南大学,10635,50%-60%,前39-46名,8档,21,21,78,
798,文学,5,中国语言文学,501,B+,西南大学,10635,10%-20%,前14-29名,4档,65,64,148,
903,文学,5,外国语言文学,502,B+,西南大学,10635,10%-20%,前14-29名,4档,41,38,163,
1042,文学,5,新闻传播学,503,C-,西南大学,10635,60%-70%,前48-56名,9档,17,17,81,
1090,历史学,6,中国史,602,B,西南大学,10635,20%-30%,前16-24名,5档,48,48,82,
1166,历史学,6,世界史,603,C-,西南大学,10635,60%-70%,前34-40名,9档,31,31,58,
1214,理学,7,数学,701,B,西南大学,10635,20%-30%,前36-54名,5档,76,69,182,
1369,理学,7,物理学,702,C,西南大学,10635,50%-60%,前63-76名,8档,64,56,127,
1411,理学,7,化学,703,B+,西南大学,10635,10%-20%,前15-30名,4档,69,66,150,
1516,理学,7,地理学,705,B-,西南大学,10635,30%-40%,前18-24名,6档,31,29,60,
1632,理学,7,生物学,710,B,西南大学,10635,20%-30%,前32-48名,5档,91,75,161,生物学
1765,理学,7,生态学,713,C+,西南大学,10635,40%-50%,前40-50名,7档,57,48,100,
1836,理学,7,统计学,714,B-,西南大学,10635,30%-40%,前36-48名,6档,54,51,120,
2776,工学,8,计算机科学与技术,812,B,西南大学,10635,20%-30%,前47-71名,5档,77,75,238,
3349,工学,8,农业工程,828,C+,西南大学,10635,40%-50%,前14-18名,7档,24,21,37,
3473,工学,8,环境科学与工程,830,C-,西南大学,10635,60%-70%,前93-108名,9档,60,57,155,
3549,工学,8,食品科学与工程,832,B,西南大学,10635,20%-30%,前15-23名,5档,27,26,79,
3644,工学,8,风景园林学,834,C+,西南大学,10635,40%-50%,前22-28名,7档,20,20,56,
3718,工学,8,软件工程,835,B-,西南大学,10635,30%-40%,前49-66名,6档,46,45,165,
3821,农学,9,作物学,901,B,西南大学,10635,20%-30%,前8-12名,5档,30,30,42,
3852,农学,9,园艺学,902,B-,西南大学,10635,30%-40%,前10-14名,6档,21,21,36,
3868,农学,9,农业资源与环境,903,B+,西南大学,10635,10%-20%,前3-6名,4档,19,18,34,
3896,农学,9,植物保护,904,B,西南大学,10635,20%-30%,前7-10名,5档,24,20,35,
3917,农学,9,畜牧学,905,B+,西南大学,10635,10%-20%,前4-8名,4档,30,28,44,
3964,农学,9,兽医学,906,C,西南大学,10635,50%-60%,前20-24名,8档,20,20,41,
4000,农学,9,水产,908,C,西南大学,10635,50%-60%,前9-11名,8档,9,8,19,
4649,管理学,12,工商管理,1202,C+,西南大学,10635,40%-50%,前96-120名,7档,65,63,240,
4718,管理学,12,农林经济管理,1203,B,西南大学,10635,20%-30%,前7-11名,5档,24,22,39,
4832,管理学,12,公共管理,1204,C-,西南大学,10635,60%-70%,前85-100名,9档,43,27,143,
4931,艺术学,13,音乐与舞蹈学,1302,C+,西南大学,10635,40%-50%,前27-34名,7档,11,11,69,
4961,艺术学,13,戏剧与影视学,1303,B,西南大学,10635,20%-30%,前10-15名,5档,14,13,51,
5008,艺术学,13,美术学,1304,B,西南大学,10635,20%-30%,前18-27名,5档,15,15,93,
57,哲学,1,哲学,101,C-,西南政法大学,10652,60%-70%,前50-58名,9档,48,38,84,
211,经济学,2,应用经济学,202,C,西南政法大学,10652,50%-60%,前77-93名,8档,66,58,155,
236,法学,3,法学,301,A,西南政法大学,10652,2%-5%,前7名,2档,40,38,144,
367,法学,3,政治学,302,C+,西南政法大学,10652,40%-50%,前30-38名,7档,30,28,76,
586,法学,3,马克思主义理论,305,C,西南政法大学,10652,50%-60%,前115-138名,8档,93,83,231,
984,文学,5,外国语言文学,502,C-,西南政法大学,10652,60%-70%,前88-103名,9档,41,38,163,
1027,文学,5,新闻传播学,503,C+,西南政法大学,10652,40%-50%,前32-40名,7档,17,17,81,
4679,管理学,12,工商管理,1202,C,西南政法大学,10652,50%-60%,前120-144名,8档,65,63,240,
4833,管理学,12,公共管理,1204,C-,西南政法大学,10652,60%-70%,前85-100名,9档,43,27,143,
1779,理学,7,生态学,713,C,西南林业大学,10677,50%-60%,前50-60名,8档,57,48,100,
3364,工学,8,林业工程,829,C,西南林业大学,10677,50%-60%,前6-7名,8档,8,8,13,
3639,工学,8,风景园林学,834,B-,西南林业大学,10677,30%-40%,前16-22名,6档,20,20,56,
3977,农学,9,林学,907,B,西南林业大学,10677,20%-30%,前6-9名,5档,18,18,30,
47,哲学,1,哲学,101,C,西南民族大学,10656,50%-60%,前42-50名,8档,48,38,84,
212,经济学,2,应用经济学,202,C,西南民族大学,10656,50%-60%,前77-93名,8档,66,58,155,
313,法学,3,法学,301,C,西南民族大学,10656,50%-60%,前72-86名,8档,40,38,144,
432,法学,3,民族学,304,B+,西南民族大学,10656,10%-20%,前3-6名,4档,15,14,31,
840,文学,5,中国语言文学,501,C+,西南民族大学,10656,40%-50%,前59-74名,7档,65,64,148,
985,文学,5,外国语言文学,502,C-,西南民族大学,10656,60%-70%,前88-103名,9档,41,38,163,
3939,农学,9,畜牧学,905,C-,西南民族大学,10656,60%-70%,前26-30名,9档,30,28,44,
4946,艺术学,13,音乐与舞蹈学,1302,C-,西南民族大学,10656,60%-70%,前41-48名,9档,11,11,69,
5026,艺术学,13,美术学,1304,C+,西南民族大学,10656,40%-50%,前37-46名,7档,15,15,93,
582,法学,3,马克思主义理论,305,C,西南石油大学,10615,50%-60%,前115-138名,8档,93,83,231,
1292,理学,7,数学,701,C-,西南石油大学,10615,60%-70%,前109-127名,9档,76,69,182,
1985,工学,8,机械工程,802,B,西南石油大学,10615,20%-30%,前37-56名,5档,93,89,189,
2169,工学,8,仪器科学与技术,804,C-,西南石油大学,10615,60%-70%,前43-51名,9档,32,29,73,
2274,工学,8,材料科学与工程,805,C,西南石油大学,10615,50%-60%,前86-103名,8档,93,89,172,
2868,工学,8,计算机科学与技术,812,C-,西南石油大学,10615,60%-70%,前142-166名,9档,77,75,238,
3090,工学,8,化学工程与技术,817,B+,西南石油大学,10615,10%-20%,前14-28名,4档,54,51,144,
3175,工学,8,地质资源与地质工程,818,B,西南石油大学,10615,20%-30%,前7-11名,5档,27,26,38,
3211,工学,8,石油与天然气工程,820,A+,西南石油大学,10615,前2%,前2名,1档,48,38,84,石油与天然气工程
3753,工学,8,软件工程,835,C,西南石油大学,10615,50%-60%,前82-99名,8档,46,45,165,
4511,管理学,12,管理科学与工程,1201,C,西南石油大学,10615,50%-60%,前93-112名,8档,90,85,187,
4700,管理学,12,工商管理,1202,C-,西南石油大学,10615,60%-70%,前144-168名,9档,65,63,240,
584,法学,3,马克思主义理论,305,C,西南科技大学,10619,50%-60%,前115-138名,8档,93,83,231,
1692,理学,7,生物学,710,C-,西南科技大学,10619,60%-70%,前96-112名,9档,91,75,161,
2251,工学,8,材料科学与工程,805,C+,西南科技大学,10619,40%-50%,前68-86名,7档,93,89,172,
2674,工学,8,控制科学与工程,811,C+,西南科技大学,10619,40%-50%,前64-81名,7档,67,64,162,
3424,工学,8,环境科学与工程,830,B-,西南科技大学,10619,30%-40%,前46-62名,6档,60,57,155,
76,经济学,2,理论经济学,201,B+,西南财经大学,10651,10%-20%,前9-18名,4档,39,38,90,
135,经济学,2,应用经济学,202,A-,西南财经大学,10651,5%-10%,前7-15名,3档,66,58,155,应用经济学（自定）
271,法学,3,法学,301,B,西南财经大学,10651,20%-30%,前28-43名,5档,40,38,144,
413,法学,3,社会学,303,C+,西南财经大学,10651,40%-50%,前26-32名,7档,24,24,65,
536,法学,3,马克思主义理论,305,B-,西南财经大学,10651,30%-40%,前69-92名,6档,93,83,231,
2871,工学,8,计算机科学与技术,812,C-,西南财经大学,10651,60%-70%,前142-166名,9档,77,75,238,
4495,管理学,12,管理科学与工程,1201,C+,西南财经大学,10651,40%-50%,前74-93名,7档,90,85,187,
4561,管理学,12,工商管理,1202,A-,西南财经大学,10651,5%-10%,前12-24名,3档,65,63,240,
4790,管理学,12,公共管理,1204,B-,西南财经大学,10651,30%-40%,前42-57名,6档,43,27,143,
33,哲学,1,哲学,101,B-,西安交通大学,10698,30%-40%,前25-33名,6档,48,38,84,
118,经济学,2,理论经济学,201,C-,西安交通大学,10698,60%-70%,前54-63名,9档,39,38,90,
136,经济学,2,应用经济学,202,A-,西安交通大学,10698,5%-10%,前7-15名,3档,66,58,155,
283,法学,3,法学,301,B-,西安交通大学,10698,30%-40%,前43-57名,6档,40,38,144,
408,法学,3,社会学,303,B-,西安交通大学,10698,30%-40%,前19-26名,6档,24,24,65,
471,法学,3,马克思主义理论,305,A-,西安交通大学,10698,5%-10%,前11-23名,3档,93,83,231,
936,文学,5,外国语言文学,502,B-,西安交通大学,10698,30%-40%,前44-59名,6档,41,38,163,
1036,文学,5,新闻传播学,503,C,西安交通大学,10698,50%-60%,前40-48名,8档,17,17,81,
1175,理学,7,数学,701,A,西安交通大学,10698,2%-5%,前9名,2档,76,69,182,
1318,理学,7,物理学,702,B+,西安交通大学,10698,10%-20%,前12-25名,4档,64,56,127,
1459,理学,7,化学,703,C+,西安交通大学,10698,40%-50%,前60-75名,7档,69,66,150,
1649,理学,7,生物学,710,B-,西安交通大学,10698,30%-40%,前48-64名,6档,91,75,161,
1825,理学,7,统计学,714,B,西安交通大学,10698,20%-30%,前24-36名,5档,54,51,120,
1878,工学,8,力学,801,A,西安交通大学,10698,2%-5%,前4名,2档,53,52,80,力学
1939,工学,8,机械工程,802,A,西安交通大学,10698,2%-5%,前9名,2档,93,89,189,机械工程
2132,工学,8,仪器科学与技术,804,B+,西安交通大学,10698,10%-20%,前7-14名,4档,32,29,73,
2187,工学,8,材料科学与工程,805,A-,西安交通大学,10698,5%-10%,前8-17名,3档,93,89,172,材料科学与工程
2308,工学,8,动力工程及工程热物理,807,A+,西安交通大学,10698,前2%,前2名,1档,43,42,84,动力工程及工程热物理
2367,工学,8,电气工程,808,A+,西安交通大学,10698,前2%,前2名,1档,40,39,84,电气工程
2434,工学,8,电子科学与技术,809,A-,西安交通大学,10698,5%-10%,前5-10名,3档,52,49,106,
2522,工学,8,信息与通信工程,810,B+,西安交通大学,10698,10%-20%,前13-27名,4档,64,61,137,信息与通信工程
2606,工学,8,控制科学与工程,811,A-,西安交通大学,10698,5%-10%,前8-16名,3档,67,64,162,
2727,工学,8,计算机科学与技术,812,A-,西安交通大学,10698,5%-10%,前11-23名,3档,77,75,238,
2911,工学,8,建筑学,813,C-,西安交通大学,10698,60%-70%,前32-37名,9档,16,16,54,
2976,工学,8,土木工程,814,C+,西安交通大学,10698,40%-50%,前53-67名,7档,56,54,134,
3092,工学,8,化学工程与技术,817,B+,西安交通大学,10698,10%-20%,前14-28名,4档,54,51,144,
3306,工学,8,航空宇航科学与技术,825,C,西安交通大学,10698,50%-60%,前12-15名,8档,12,12,25,
3323,工学,8,核科学与技术,827,B+,西安交通大学,10698,10%-20%,前2-4名,4档,12,11,20,
3425,工学,8,环境科学与工程,830,B-,西安交通大学,10698,30%-40%,前46-62名,6档,60,57,155,
3491,工学,8,生物医学工程,831,B+,西安交通大学,10698,10%-20%,前7-14名,4档,35,32,70,
3703,工学,8,软件工程,835,B,西安交通大学,10698,20%-30%,前33-49名,5档,46,45,165,
4042,医学,10,基础医学,1001,B,西安交通大学,10698,20%-30%,前15-23名,5档,43,38,78,
4098,医学,10,临床医学,1002,B,西安交通大学,10698,20%-30%,前17-25名,5档,52,48,86,
4153,医学,10,口腔医学,1003,C+,西安交通大学,10698,40%-50%,前15-19名,7档,16,15,39,
4189,医学,10,公共卫生与预防医学,1004,C+,西安交通大学,10698,40%-50%,前21-27名,7档,34,32,54,
4259,医学,10,中西医结合,1006,C-,西安交通大学,10698,60%-70%,前32-37名,9档,32,32,54,
4291,医学,10,药学,1007,B,西安交通大学,10698,20%-30%,前20-31名,5档,41,37,104,
4385,医学,10,护理学,1011,B-,西安交通大学,10698,30%-40%,前17-23名,6档,23,22,59,
4422,管理学,12,管理科学与工程,1201,A-,西安交通大学,10698,5%-10%,前9-18名,3档,90,85,187,管理科学与工程
4549,管理学,12,工商管理,1202,A,西安交通大学,10698,2%-5%,前12名,2档,65,63,240,工商管理
4748,管理学,12,公共管理,1204,A-,西安交通大学,10698,5%-10%,前7-14名,3档,43,27,143,
739,教育学,4,体育学,403,B,西安体育学院,10727,20%-30%,前15-23名,5档,21,21,78,
905,文学,5,外国语言文学,502,B+,西安外国语大学,10724,10%-20%,前14-29名,4档,41,38,163,
2018,工学,8,机械工程,802,C+,西安工业大学,10702,40%-50%,前75-94名,7档,93,89,189,
2094,工学,8,光学工程,803,B-,西安工业大学,10702,30%-40%,前24-32名,6档,39,36,80,
2254,工学,8,材料科学与工程,805,C+,西安工业大学,10702,40%-50%,前68-86名,7档,93,89,172,
2705,工学,8,控制科学与工程,811,C-,西安工业大学,10702,60%-70%,前97-113名,9档,67,64,162,
2844,工学,8,计算机科学与技术,812,C,西安工业大学,10702,50%-60%,前119-142名,8档,77,75,238,
2688,工学,8,控制科学与工程,811,C+,西安工程大学,10709,40%-50%,前64-81名,7档,67,64,162,
3224,工学,8,纺织科学与工程,821,C+,西安工程大学,10709,40%-50%,前6-8名,7档,7,7,17,
5103,艺术学,13,设计学,1305,C,西安工程大学,10709,50%-60%,前47-56名,8档,16,16,94,
2019,工学,8,机械工程,802,C+,西安建筑科技大学,10703,40%-50%,前75-94名,7档,93,89,189,
2222,工学,8,材料科学与工程,805,B,西安建筑科技大学,10703,20%-30%,前34-51名,5档,93,89,172,
2304,工学,8,冶金工程,806,C,西安建筑科技大学,10703,50%-60%,前10-12名,8档,11,11,20,
2885,工学,8,建筑学,813,B+,西安建筑科技大学,10703,10%-20%,前5-10名,4档,16,16,54,
2937,工学,8,土木工程,814,B+,西安建筑科技大学,10703,10%-20%,前13-26名,4档,56,54,134,
3397,工学,8,环境科学与工程,830,B+,西安建筑科技大学,10703,10%-20%,前15-31名,4档,60,57,155,
3591,工学,8,城乡规划学,833,B+,西安建筑科技大学,10703,10%-20%,前5-10名,4档,13,13,51,
3627,工学,8,风景园林学,834,B+,西安建筑科技大学,10703,10%-20%,前5-11名,4档,20,20,56,
4477,管理学,12,管理科学与工程,1201,B-,西安建筑科技大学,10703,30%-40%,前56-74名,6档,90,85,187,
5027,艺术学,13,美术学,1304,C+,西安建筑科技大学,10703,40%-50%,前37-46名,7档,15,15,93,
513,法学,3,马克思主义理论,305,B,西安理工大学,10700,20%-30%,前46-69名,5档,93,83,231,
1986,工学,8,机械工程,802,B,西安理工大学,10700,20%-30%,前37-56名,5档,93,89,189,
2148,工学,8,仪器科学与技术,804,B-,西安理工大学,10700,30%-40%,前21-29名,6档,32,29,73,
2221,工学,8,材料科学与工程,805,B,西安理工大学,10700,20%-30%,前34-51名,5档,93,89,172,
2407,工学,8,电气工程,808,C+,西安理工大学,10700,40%-50%,前33-42名,7档,40,39,84,
2464,工学,8,电子科学与技术,809,B-,西安理工大学,10700,30%-40%,前31-42名,6档,52,49,106,
